Sl No,Category,Item Code,Item Name,Quantity,Department,Address,Contact Name,Phone,Latitude,Longitude,District
355,Tactical,110,Cutters Hydraulic,23 Nos,Fire and Emergency  Services,"Director, #1,  Annaswamy Mudaliar Road, Ulsoor,  Bengaluru 560042",Deputy  Director-Techincal,080-229715 / 080-22971573,12.984572244882,77.618125752705,Bengaluru
356,Tactical,153,Diving Suit,24 Nos,Fire and Emergency  Services,"Director, #1,  Annaswamy Mudaliar Road, Ulsoor,  Bengaluru 560042",Deputy  Director-Techincal,080-229715 / 080-22971573,12.984572244882,77.618125752705,Bengaluru
357,Tactical,155,Lifebuoy,486 Nos,Fire and Emergency  Services,"Director, #1,  Annaswamy Mudaliar Road, Ulsoor,  Bengaluru 560042",Deputy  Director-Techincal,080-229715 / 080-22971573,12.984572244882,77.618125752705,Bengaluru
361,Tactical,117,Sledge Hammer,58 Nos,Fire and Emergency  Services,"Director, #1,  Annaswamy Mudaliar Road, Ulsoor,  Bengaluru 560042",Deputy  Director-Techincal,080-229715 / 080-22971573,12.984572244882,77.618125752705,Bengaluru
362,Tactical,138,Inflatable Light Tower,256 Nos,Fire and Emergency  Services,"Director, #1,  Annaswamy Mudaliar Road, Ulsoor,  Bengaluru 560042",Deputy  Director-Techincal,080-229715 / 080-22971573,12.984572244882,77.618125752705,Bengaluru
363,Tactical,156,Life Jackets,523 Nos,Fire and Emergency  Services,"Director, #1,  Annaswamy Mudaliar Road, Ulsoor,  Bengaluru 560042",Deputy  Director-Techincal,080-229715 / 080-22971573,12.984572244882,77.618125752705,Bengaluru
366,Tactical,104,Electric Drill,12 Nos,Fire and Emergency  Services,"Director, #1,  Annaswamy Mudaliar Road, Ulsoor,  Bengaluru 560042",Deputy  Director-Techincal,080-229715 / 080-22971573,12.984572244882,77.618125752705,Bengaluru
369,Tactical,161,Motor Boats,15 Nos,Fire and Emergency  Services,"Director, #1,  Annaswamy Mudaliar Road, Ulsoor,  Bengaluru 560042",Deputy  Director-Techincal,080-229715 / 080-22971573,12.984572244882,77.618125752705,Bengaluru
370,Tactical,103,Bolt Cutters ( Shears ),144 Nos,Fire and Emergency  Services,"Director, #1,  Annaswamy Mudaliar Road, Ulsoor,  Bengaluru 560042",Deputy  Director-Techincal,080-229715 / 080-22971573,12.984572244882,77.618125752705,Bengaluru
372,Tactical,154,Under Water Ba Set,311 Nos,Fire and Emergency  Services,"Director, #1,  Annaswamy Mudaliar Road, Ulsoor,  Bengaluru 560042",Deputy  Director-Techincal,080-229715 / 080-22971573,12.984572244882,77.618125752705,Bengaluru
373,Tactical,112,Spreaders Hydraulic,23 Nos,Fire and Emergency  Services,"Director, #1,  Annaswamy Mudaliar Road, Ulsoor,  Bengaluru 560042",Deputy  Director-Techincal,080-229715 / 080-22971573,12.984572244882,77.618125752705,Bengaluru
376,Tactical,105,Circular Saw With Diamond Blade(Electric),12 Nos,Fire and Emergency  Services,"Director, #1,  Annaswamy Mudaliar Road, Ulsoor,  Bengaluru 560042",Deputy  Director-Techincal,080-229715 / 080-22971573,12.984572244882,77.618125752705,Bengaluru
377,Tactical,131,Slotted Screwdrivers,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
378,Tactical,354,Hand Tool Set,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
379,Tactical,310,Non Sparking Tool,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
381,Tactical,124,"Gloves Rubber, Tested Up To 25, 000 Volt",08 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
384,Tactical,339,Hacksaw,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
385,Tactical,358,Bucket,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
386,Tactical,341,Ceiling Hook,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
387,Tactical,357,Rope,04 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
389,Tactical,343,Public Address System,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
390,Tactical,298,First Aid Kit As Per Mfr,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
391,Tactical,344,Electric Torch,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
392,Tactical,140,Search Light,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
393,Tactical,129,Glass Remover (Punch Mark),1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
395,Tactical,291,Containers Of Afff,20 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
409,Tactical,161,Motor Boats,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
410,Tactical,160,Fiber Boat (12 Persons),1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
411,Tactical,159,Inflatable Boat (12 Persons),1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
412,Tactical,156,Life Jackets,40 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
413,Tactical,155,Lifebuoy,29 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
414,Tactical,338,Door Breaker,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
415,Tactical,336,Pick Axe,8 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
416,Tactical,332,Crow Bar,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
417,Tactical,331,Spade,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
418,Tactical,330,Shovel,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
419,Tactical,122,Smoke Blower And Exhauster,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
420,Tactical,118,Heavy Axe,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
421,Tactical,117,Sledge Hammer,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
422,Tactical,115,Jack With 5 Ton Lift,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
423,Tactical,114,Air Lifting Bags (Different Capacity)/Tools,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
424,Tactical,113,Spreaders Battery,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
425,Tactical,112,Spreaders Hydraulic,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
426,Tactical,108,Chain Saw Bullet,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
427,Tactical,105,Circular Saw With Diamond Blade(Electric),1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
428,Tactical,355,Steel Cutter/Grinder,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
429,Tactical,111,Cutters Battery,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
430,Tactical,110,Cutters Hydraulic,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
431,Tactical,103,Bolt Cutters ( Shears ),6 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
436,Tactical,360,Hose/Hose Fitting,141 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
437,Tactical,356,B.A.Set,11 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
438,Tactical,337,Axe,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
439,Tactical,334,Helmet,6 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
440,Tactical,122,Smoke Blower And Exhauster,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
441,Tactical,106,Chipping Hammer,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
442,Tactical,104,Electric Drill,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
443,Tactical,389,Gum Boots,5 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
444,Tactical,383,Goggles,10 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
445,Tactical,369,Hand Gloves,40 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
446,Tactical,368,Mask,5 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
447,Tactical,322,Traffic Cones,10 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
448,Tactical,319,Safety Torch,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
449,Tactical,296,Distress Signal Unit,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
463,Tactical,328,Rope Ladder,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
470,Tactical,159,Inflatable Boat (12 Persons),1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
471,Tactical,154,Under Water Ba Set,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
472,Tactical,142,Trucks Aerial Lift,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
473,Tactical,139,Light Mast,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
474,Tactical,138,Inflatable Light Tower,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
475,Tactical,359,Matok,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
476,Tactical,354,Hand Tool Set,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
477,Tactical,341,Ceiling Hook,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
478,Tactical,340,Knife Salvage,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
479,Tactical,336,Pick Axe,4 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
480,Tactical,335,Basket,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
481,Tactical,332,Crow Bar,3 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
482,Tactical,331,Spade,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
483,Tactical,330,Shovel,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
484,Tactical,137,Soaking Kit,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
485,Tactical,133,Blankets,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
486,Tactical,131,Slotted Screwdrivers,4 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
487,Tactical,130,Crescent/Adjustable Wrenches,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
488,Tactical,127,Jumping Cushions,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
489,Tactical,119,Two Handled Cross Cut Saw,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
490,Tactical,119,Two Handled Cross Cut Saw,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
491,Tactical,114,Air Lifting Bags (Different Capacity)/Tools,5 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
492,Tactical,112,Spreaders Hydraulic,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
493,Tactical,109,Pneumatic Chisel,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
494,Tactical,105,Circular Saw With Diamond Blade(Electric),3 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
495,Tactical,104,Electric Drill,3 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
496,Tactical,355,Steel Cutter/Grinder,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
497,Tactical,110,Cutters Hydraulic,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
498,Tactical,103,Bolt Cutters ( Shears ),5 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
503,Tactical,156,Life Jackets,14 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
