Sl No,Category,Item Code,Item Name,Quantity,Department,Address,Contact Name,Phone,Latitude,Longitude,District
420,Tactical,118,Heavy Axe,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
421,Tactical,117,Sledge Hammer,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
422,Tactical,115,Jack With 5 Ton Lift,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
423,Tactical,114,Air Lifting Bags (Different Capacity)/Tools,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
424,Tactical,113,Spreaders Battery,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
425,Tactical,112,Spreaders Hydraulic,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
426,Tactical,108,Chain Saw Bullet,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
427,Tactical,105,Circular Saw With Diamond Blade(Electric),1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
428,Tactical,355,Steel Cutter/Grinder,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
429,Tactical,111,Cutters Battery,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
430,Tactical,110,Cutters Hydraulic,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
431,Tactical,103,Bolt Cutters ( Shears ),6 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
432,Logistics,278,Gps Hand Sets,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
433,Logistics,252,Four Wheel Drive Vehicle,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
434,Logistics,347,Office Building,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
435,Other,173,"Pump High Pressure, Portable",1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
436,Tactical,360,Hose/Hose Fitting,141 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
437,Tactical,356,B.A.Set,11 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
438,Tactical,337,Axe,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
439,Tactical,334,Helmet,6 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
440,Tactical,122,Smoke Blower And Exhauster,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
441,Tactical,106,Chipping Hammer,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
442,Tactical,104,Electric Drill,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (MAHADEVAPURA),Mahadevapura FIRE  STATION,Mr. H M  Siddegouda,9528206688 / 0,12.9984889,77.7018882,Bengaluru
443,Tactical,389,Gum Boots,5 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
444,Tactical,383,Goggles,10 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
445,Tactical,369,Hand Gloves,40 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
446,Tactical,368,Mask,5 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
447,Tactical,322,Traffic Cones,10 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
448,Tactical,319,Safety Torch,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
449,Tactical,296,Distress Signal Unit,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
450,Logistics,271,Walkie Talkie Sets,3 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
451,Logistics,268,Vhf Sets Mobile,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
452,Logistics,267,Vhf Sets Static,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
453,Logistics,266,Water Tanker Large Capacity,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
454,Logistics,362,Motor Cycle,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
455,Logistics,252,Four Wheel Drive Vehicle,3 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
456,Logistics,347,Office Building,3 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
457,Logistics,222,Water Tank,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
458,Logistics,201,Stretcher Normal,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
459,Other,192,Halons,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
460,Other,190,Fire Fighting Foam,300 Liter,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
461,Other,180,Halons Type,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
462,Other,176,Abc Type,3 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
463,Tactical,328,Rope Ladder,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
464,Other,365,Air Compressor,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
465,Other,174,Pump Floating,4 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
466,Other,173,"Pump High Pressure, Portable",1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
467,Other,342,Pump,3 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
468,Other,170,"Clothing Chemical Protective (A, B, C)",1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
469,Other,167,Suit Fire Proximity,4 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
470,Tactical,159,Inflatable Boat (12 Persons),1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
471,Tactical,154,Under Water Ba Set,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
472,Tactical,142,Trucks Aerial Lift,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
473,Tactical,139,Light Mast,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
474,Tactical,138,Inflatable Light Tower,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
475,Tactical,359,Matok,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
476,Tactical,354,Hand Tool Set,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
477,Tactical,341,Ceiling Hook,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
478,Tactical,340,Knife Salvage,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
479,Tactical,336,Pick Axe,4 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
480,Tactical,335,Basket,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
481,Tactical,332,Crow Bar,3 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
482,Tactical,331,Spade,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
483,Tactical,330,Shovel,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
484,Tactical,137,Soaking Kit,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
485,Tactical,133,Blankets,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
486,Tactical,131,Slotted Screwdrivers,4 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
487,Tactical,130,Crescent/Adjustable Wrenches,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
488,Tactical,127,Jumping Cushions,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
489,Tactical,119,Two Handled Cross Cut Saw,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
490,Tactical,119,Two Handled Cross Cut Saw,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
491,Tactical,114,Air Lifting Bags (Different Capacity)/Tools,5 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
492,Tactical,112,Spreaders Hydraulic,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
493,Tactical,109,Pneumatic Chisel,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
494,Tactical,105,Circular Saw With Diamond Blade(Electric),3 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
495,Tactical,104,Electric Drill,3 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
496,Tactical,355,Steel Cutter/Grinder,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
497,Tactical,110,Cutters Hydraulic,1 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
498,Tactical,103,Bolt Cutters ( Shears ),5 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
499,Logistics,205,First Aid Kits,2 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
500,Other,177,Co2 Type,20 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
501,Other,175,Extension Ladder,4 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
502,Other,171,Breathing Apparatus Self Contained,4 Nos,KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION),"KARNATAKA  STATE FIRE AND EMERGENCY  SERVICES (SOUTH FIRE  STATION). Residency Road, Near  Ashok Nagar Police Station",G.  Krishnaswamy,7259571910 / 08022971535,12.965248698818,77.596963810547,Bengaluru
